title,date,url
Bupati Jeje Stop Sementara Operasional SPPG Pemasok Menu MBG yang Buat Ratusan Siswa Keracunan,Date not found,https://republika.co.id/berita//t46dcz512/bupati-jeje-stop-sementara-operasional-sppg-pemasok-menu-mbg-yang-buat-ratusan-siswa-keracunan
Indef Ungkap Kasus Keracunan Massal Tingkatkan Sentimen Negatif pada Program MBG,Date not found,https://republika.co.id/berita//t46ckg490/indef-ungkap-kasus-keracunan-massal-tingkatkan-sentimen-negatif-pada-program-mbg
KPK Mulai Kaji dan Soroti MBG,Date not found,https://republika.co.id/berita//t4689k393/kpk-mulai-kaji-dan-soroti-mbg
Korban Keracunan MBG di Cisarua Bandung Capai 345 Orang,Date not found,https://republika.co.id/berita//t4686w375/korban-keracunan-mbg-di-cisarua-bandung-capai-345-orang
"Harga Telur dan Ayam Melonjak, Pedagang Sebut Akibat MBG",Date not found,https://republika.co.id/berita//t465jb423/harga-telur-dan-ayam-melonjak-pedagang-sebut-akibat-mbg
"Ibu-Ibu Demo di Depan Kantor BGN, 'Program MBG Justru Timbulkan Berbagai Krisis'",Date not found,https://republika.co.id/berita//t45yk9409/ibu-ibu-demo-di-depan-kantor-bgn-program-mbg-justru-timbulkan-berbagai-krisis
"Ibu-ibu Suarakan Keresahan MBG, Gelar 'Piknik' di Depan Kantor Badan Gizi Nasional",Date not found,https://republika.co.id/berita//t45ye4425/ibu-ibu-suarakan-keresahan-mbg-gelar-piknik-di-depan-kantor-badan-gizi-nasional
"Data Terbaru, Siswa dan Guru yang Tumbang Usai Konsumsi MBG di Bandung Barat Tembus 300 Lebih",Date not found,https://republika.co.id/berita//t45vzf512/data-terbaru-siswa-dan-guru-yang-tumbang-usai-konsumsi-mbg-di-bandung-barat-tembus-300-lebih
"Ibu-Ibu Geruduk Kantor BGN, Desak Program MBG Dihentikan",Date not found,https://republika.co.id/berita//t45vp4484/ibu-ibu-geruduk-kantor-bgn-desak-program-mbg-dihentikan
"Usai Konsumsi MBG, Guru di Bandung Barat Ikut Tumbang jadi Korban Keracunan",Date not found,https://republika.co.id/berita//t45t50512/usai-konsumsi-mbg-guru-di-bandung-barat-ikut-tumbang-jadi-korban-keracunan
Polres Indramayu dan RSBI Uji Keamanan Pangan Program MBG,Date not found,https://republika.co.id/berita//t45suf512/polres-indramayu-dan-rsbi-uji-keamanan-pangan-program-mbg
"Keracunan MBG di Bandung Barat Meluas, Giliran Siswa SD dan SMK Bertumbangan",Date not found,https://republika.co.id/berita//t45lxq512/keracunan-mbg-di-bandung-barat-meluas-giliran-siswa-sd-dan-smk-bertumbangan
"Keracunan Massal Usai Santap Menu MBG, Siswa SMPN 1 Cisarua Belajar di Rumah",Date not found,https://republika.co.id/berita//t45lff512/keracunan-massal-usai-santap-menu-mbg-siswa-smpn-1-cisarua-belajar-di-rumah
Jumlah Keracunan Konsumsi MBG di Bandung Barat Sudah Lebih dari 130 Orang,Date not found,https://republika.co.id/berita//t45kqs512/jumlah-keracunan-konsumsi-mbg-di-bandung-barat-sudah-lebih-dari-130-orang
Wakil Kepala BGN Ceritakan Awal Mula Prabowo Menggagas MBG pada 2012,Date not found,https://republika.co.id/berita//t45itb487/wakil-kepala-bgn-ceritakan-awal-mula-prabowo-menggagas-mbg-pada-2012
Wakil Kepala BGN: Program Makan Bergizi Gratis Bukan untuk Bisnis,Date not found,https://republika.co.id/berita//t45ipo370/wakil-kepala-bgn-program-makan-bergizi-gratis-bukan-untuk-bisnis
"Soal Menu MBG yang Diduga jadi Biangkerok Keracunan, Ini Kata Siswa dan SMPN 1 Cisarua",Date not found,https://republika.co.id/berita//t44mgb512/soal-menu-mbg-yang-diduga-jadi-biangkerok-keracunan-ini-kata-siswa-dan-smpn-1-cisarua
"Keracunan MBG Jadi Alarm, 1.000 Penjamah Pangan di DIY Dilatih Tekan KLB",Date not found,https://republika.co.id/berita//t44k1k291/keracunan-mbg-jadi-alarm-1-000-penjamah-pangan-di-diy-dilatih-tekan-klb
"Realisasi Anggaran MBG Hingga 3 Oktober 2025 Capai Rp 20,6 Triliun",Date not found,https://republika.co.id/berita//t44i5n430/realisasi-anggaran-mbg-hingga-3-oktober-2025-capai-rp-206-triliun%c2%a0
"Lagi, Siswa di Bandung Barat Diduga Keracunan Usai Konsumsi MBG",Date not found,https://republika.co.id/berita//t44gjt512/lagi-siswa-di-bandung-barat-diduga-keracunan-usai-konsumsi-mbg
"Keracunan MBG, Puluhan Siswa SMPN 1 Cisarua Bandung Barat Terbaring Lemas",Date not found,https://republika.co.id/berita//t44ca8375/keracunan-mbg-puluhan-siswa-smpn-1-cisarua-bandung-barat-terbaring-lemas
"Keracunan MBG Jadi Alarm, 1.000 Penjamah Pangan di DIY Dilatih untuk Tekan KLB",Date not found,https://republika.co.id/berita//t44b58282/keracunan-mbg-jadi-alarm-1-000-penjamah-pangan-di-diy-dilatih-untuk-tekan-klb
Pemkot Bandung Berencana Bentuk Satgas MBG,Date not found,https://republika.co.id/berita//t449r4472/pemkot-bandung-berencana-bentuk-satgas-mbg
"Kasus Keracunan Massal MBG, Pakar UMJ Soroti Pengawasan Gizi dan Keamanan Pangan",Date not found,https://republika.co.id/berita//t43te7368/kasus-keracunan-massal-mbg-pakar-umj-soroti-pengawasan-gizi-dan-keamanan-pangan
"Puluhan Siswa SMP di Tulungagung Diduga Keracunan MBG, 4 Orang Dirujuk ke Rumah Sakit",Date not found,https://republika.co.id/berita//t42b3a487/puluhan-siswa-smp-di-tulungagung-diduga-keracunan-mbg-4-orang-dirujuk-ke-rumah-sakit
"Heboh Dugaan Pungli MBG untuk Ibu Hamil dan Menyusui di Tasikmalaya, Ini Penjelasan Wali Kota",Date not found,https://republika.co.id/berita//t41zga512/heboh-dugaan-pungli-mbg-untuk-ibu-hamil-dan-menyusui-di-tasikmalaya-ini-penjelasan-wali-kota
"Heboh Dugaan Pungli MBG untuk Ibu Hamil dan Menyusui di Tasikmalaya, Ini Penjelasannya",Date not found,https://republika.co.id/berita//t41zam487/heboh-dugaan-pungli-mbg-untuk-ibu-hamil-dan-menyusui-di-tasikmalaya-ini-penjelasannya
"Susu MBG, Sehatkan Anak Sekaligus Dorong Peternak Sapi Perah",Date not found,https://republika.co.id/berita//t41s4a484/susu-mbg-sehatkan-anak-sekaligus-dorong-peternak-sapi-perah
"Sukseskan MBG, TNI Kirim 34 Personel Ikut Pelatihan Manajeman Makanan Militer di Singapura",Date not found,https://republika.co.id/berita//t40pdd377/sukseskan-mbg-tni-kirim-34-personel-ikut-pelatihan-manajeman-makanan-militer-di-singapura
Tim Pakar BGN Tegaskan Susu dalam MBG Hasil Kajian Ilmiah,Date not found,https://republika.co.id/berita//t40hhm377/tim-pakar-bgn-tegaskan-susu-dalam-mbg-hasil-kajian-ilmiah
Tim Pakar BGN Tegaskan Susu MBG Sesuai Standar BPOM,Date not found,https://republika.co.id/berita//t40cjs425/tim-pakar-bgn-tegaskan-susu-mbg-sesuai-standar-bpom
"2 Dapur MBG Ini Positif Tercemar Bakteri, Operasional Disetop Sementara",Date not found,https://republika.co.id/berita//t3ydks458/2-dapur-mbg-ini-positif-tercemar-bakteri-operasional-disetop-sementara
Bupati Bandung Berharap KMP Persiapkan Kebutuhan MBG,Date not found,https://republika.co.id/berita//t3wqhf368/bupati-bandung-berharap-kmp-persiapkan-kebutuhan-mbg
Menata Ulang Komunikasi MBG,Date not found,https://republika.co.id/berita//t3u60n282/menata-ulang-komunikasi-mbg
"Ketum Pinsar Singgih Januratmoko: Kenaikan Harga Ayam Wajar, Bukan Akibat MBG",Date not found,https://republika.co.id/berita//t3tbk4320/ketum-pinsar-singgih-januratmoko-kenaikan-harga-ayam-wajar-bukan-akibat-mbg
Menyoal MBG untuk Membangun Generasi Unggul,Date not found,https://republika.co.id/berita//t3shze451/menyoal-mbg-untuk-membangun-generasi-unggul
Kepala BGN Endus Harga Ayam dan Telur Naik Dampak Program MBG,Date not found,https://republika.co.id/berita//t3rbar484/kepala-bgn-endus-harga-ayam-dan-telur-naik-dampak-program-mbg%c2%a0
Kepala BGN Endus Harga Ayam dan Telur Naik Dampak Program MBG,Date not found,https://republika.co.id/berita//t3rb7j484/kepala-bgn-endus-harga-ayam-dan-telur-naik-dampak-program-mbg%c2%a0
Peneliti Indikator: MBG Cerminkan Visi Besar Presiden Prabowo,Date not found,https://republika.co.id/berita//t3rato451/peneliti-indikator-mbg-cerminkan-visi-besar-presiden-prabowo
Mengapa Pemerintah Enggan Berikan Anggaran MBG Langsung ke Orang Tua Murid? Ini Jawaban Kepala BGN,Date not found,https://republika.co.id/berita//t3r7nz487/mengapa-pemerintah-enggan-berikan-anggaran-mbg-langsung-ke-orang-tua-murid-ini-jawaban-kepala-bgn
Kang DS Dorong Sinergi Koperasi Merah Putih dan Program MBG : Peluang Rp 15 Triliun,Date not found,https://republika.co.id/berita//t3qwg9472/kang-ds-dorong-sinergi-koperasi-merah-putih-dan-program-mbg-peluang-rp-15-triliun
"Pastikan Keamanan Pangan, Gubernur Jateng Minta Pengawasan MBG Diperketat",Date not found,https://republika.co.id/berita//t3pkkf291/pastikan-keamanan-pangan-gubernur-jateng-minta-pengawasan-mbg-diperketat
BPJPH PastikanFood TrayMBG Sudah Halal,Date not found,https://republika.co.id/berita//t3pbg3313/bpjph-pastikan-food-tray-mbg-sudah-halal
"Usai Kunjungan ke China, Babe Haikal:NggakAda Nampan MBG Mengandung Minyak Babi",Date not found,https://republika.co.id/berita//t3p7we483/usai-kunjungan-ke-china-babe-haikal-nggak-ada-nampan-mbg-mengandung-minyak-babi
LKMI Nilai Program MBG dapat Penuhi Gizi Seimbang,Date not found,https://republika.co.id/berita//t3os66430/lkmi-nilai-program-mbg-dapat-penuhi-gizi-seimbang
Ahli Pangan Beri Tips Kurangi Risiko Keracunan MBG,Date not found,https://republika.co.id/berita//t3opv8328/ahli-pangan-beri-tips-kurangi-risiko-keracunan-mbg
Seskab Teddy Ungkap Prabowo Rapat Bahas MBG Hingga Bangunan Ponpes,Date not found,https://republika.co.id/berita//t3om1d484/seskab-teddy-ungkap-prabowo-rapat-bahas-mbg-hingga-bangunan-ponpes
Pemuda Lumajang Ubah Limbah MBG Jadi Produk Ramah Lingkungan,Date not found,https://republika.co.id/berita//t3ny8g423/pemuda-lumajang-ubah-limbah-mbg-jadi-produk-ramah-lingkungan
Benarkah Program MBG Picu Lonjakan Harga Ayam Potong? Ini Analisis Ekonom,Date not found,https://republika.co.id/berita//t3ncvc409/benarkah-program-mbg-picu-lonjakan-harga-ayam-potong-ini-analisis-ekonom
Ekonom Bantah Tudingan MBG Sebabkan Kenaikan Harga Ayam,Date not found,https://republika.co.id/berita//t3n8jp328/ekonom-bantah-tudingan-mbg-sebabkan-kenaikan-harga-ayam
"Jabar Punya 2.600 Dapur MBG, Berapa yang Sudah Kantongi Sertifikat Laik Higiene dan Sanitasi?",Date not found,https://republika.co.id/berita//t3m5qd282/jabar-punya-2-600-dapur-mbg-berapa-yang-sudah-kantongi-sertifikat-laik-higiene-dan-sanitasi
Berapa Banyak Dapur MBG di Jabar yang Sudah Miliki SLHS? Ini Jawaban BGN,Date not found,https://republika.co.id/berita//t3m3rj487/berapa-banyak-dapur-mbg-di-jabar-yang-sudah-miliki-slhs-ini-jawaban-bgn
